"id","mas_college_stream_id","mas_college_code","mas_college_name","mas_college_exam_centre","mas_college_type","mas_college_status_id","created_at","updated_at","created_by","updated_by","mas_college_UniversityID","mas_college_AffiliationCode","mas_college_ManagementCode","mas_college_AccreditationStatus","mas_college_DateofAccreditation","mas_college_NAACGrade","mas_college_YearofEstablishment","mas_college_state_id","mas_college_district_id","mas_college_taluk_id","temp_district","mas_college_city_id","latitude","longitude","mas_college_is_internal"
775,7,N001,"GOVERNMENT  COLLEGE OF NURSING, BENGALURU",0,G,50,,,,,,,,,,,,1,5,1,"4",1,,,0
776,7,NF292,"GOVERNMENT COLLEGE  OF  NURSING, GULBARGA",0,G,50,,,,,,,,,,,,1,17,1,"17",1,,,0
777,7,NF285,"GOVERNMENT COLLEGE  OF NURSING, HOLENARASIPURA",0,G,50,,,,,,,,,,,,1,15,1,holenarasipura,1,,,0
778,7,NF284,"GOVERNMENT COLLEGE OF  NURSING, HASSAN",0,G,50,,,,,,,,,,,,1,15,1,"15",1,,,0
779,7,N549,"GOVERNMENT COLLEGE OF  NURSING, HAVERI",0,G,50,,,,,,,,,,,,1,16,1,"16",1,,,0
780,7,N516,"GOVERNMENT COLLEGE OF NURSING, KARKALA",0,G,50,,,,,,,,,,,,1,27,1,"27",1,,,0
781,7,N480,GRAND COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,,1,,,0
782,7,NF097,GREEN CITY COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
783,7,N601,GRV COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,4,1,,1,,,0
784,7,N495,GURAMMA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,14,1,"14",1,,,0
785,7,N593,GURUDEV COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,2,1,,1,,,0
786,7,N068,H D DEVEGOWDA CO - OPERATIVE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,,1,,,0
787,7,N406,H P R COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,27,1,"27",1,,,0
788,7,N421,H. K. COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
789,7,N564,H.T.  SASNUR INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,29,1,,1,,,0
790,7,N473,HALAMMA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,1,1,"1",1,,,0
791,7,N269,HARSHA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,4,1,"4",1,,,0
792,7,N546,HASS INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,13,1,,1,,,0
793,7,NF107,HEARTLAND COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
794,7,N458,HERITAGE CITY COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
795,7,N040,HILL SIDE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
796,7,N272,HILL VIEW NURSING OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
797,7,N464,HIMA INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,31,1,HOSAPETE,1,,,0
798,7,N177,HINA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
799,7,N142,HINDUSTAN COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,17,1,"17",1,,,0
800,7,N465,HITA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
801,7,N295,HI-TECH CITY COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,17,1,"17",1,,,0
803,7,N109,HOLDSWORTH MEMORIAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
804,7,N446,HOLY CROSS COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,7,1,"7",1,,,0
805,7,N512,HOPKINS COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
806,7,N351,HOSKOTE MISSION INSTITUTE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,HOSKOTE,1,,,0
807,7,N119,HOSMAT COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
808,7,N424,HPR COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,"6",1,,,0
809,7,NF113,IKON NURSING COLLEGE,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
810,7,NF136,INDIAN ACADEMY COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
811,7,N084,"INDIAN COLLEGE  OF NURSING, BELLARY",0,P,50,,,,,,,,,,,,1,2,1,,1,,,0
812,7,N215,"INDIAN INSTITUTE OF NURSING, BENGALURU",0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
813,7,N144,INDIANA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
814,7,N298,INDIRA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
815,7,N140,INDIRA GANDHI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
816,7,N581,INDIRA GANDHI INSTITUTE OF CHILD HEALTH,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
817,7,N488,INDIRA PRIYADARSHINI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,,1,,,0
818,7,N022,J S S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
819,7,N413,JAHAN INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
820,7,N574,JANAPRIYA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
821,7,N558,JASMINE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,,1,,,0
822,7,N094,JES MOTHER TERESA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
823,7,N573,JHANHAVI INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,10,1,,1,,,0
824,7,N309,JOSCO COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
825,7,N567,JSS COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,7,1,"7",1,,,0
826,7,N423,JUBILEE MISSION COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
827,7,N259,JUPITER COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
828,7,NF204,K K E C S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,19,1,,1,,,0
829,7,N102,K L E INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,13,1,"13",1,,,0
830,7,N256,K N N COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
831,7,N013,K PANDYARAJAH BALLAL NURSING INSTITUTE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
832,7,N219,K R COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
833,7,N508,K S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,20,1,"20",1,,,0
834,7,N592,K V C COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
835,7,N496,K.K. COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,"6",1,,,0
836,7,N555,K.V.  HANCHINAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,14,1,,1,,,0
837,7,N375,K.V.G. INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
838,7,N314,KAILKERE RUKMINI SHETTY MEMORIAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
839,7,NF123,KALA - NIKETAN COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
840,7,N476,KALIPALYA CHANAPPA INSTITUTE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
841,7,N209,KAMALA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
842,7,N287,KAMALA KRISHNA ROYALE NURSING COLLEGE,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
843,7,N373,KANACHUR COLLEGE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
844,7,N115,KARAVALI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
845,7,NF125,KARNATAKA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
846,7,N372,KARNATAKA HEALTH INSTITUTE,0,P,50,,,,,,,,,,,,1,3,1,"3",1,,,0
847,7,N041,KEERTHI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,17,1,"17",1,,,0
848,7,N048,KEMPEGOWDA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
849,7,N350,KHAJA BANDA NAWAZ COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,17,1,"17",1,,,0
850,7,N354,KIDWAI MEMORIAL INSTITUTE OF ONCOLOGY,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
851,7,N278,KIRAN COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
852,7,N562,"KLE SOCIETY’S  INSTITUTE OF NURSING SCIENCES, ANKOLA",0,P,50,,,,,,,,,,,,1,28,1,,1,,,0
853,7,N561,KLE SOCIETY’S CENTENARY INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,3,1,,1,,,0
854,7,N563,"KLE SOCIETY’S INSTITUTE  OF NURSING SCIENCES, GOKAK",0,P,50,,,,,,,,,,,,1,3,1,,1,,,0
855,7,N087,"KLE SOCIETY’S INSTITUTE OF NURSING SCIENCES, CHIKODI",0,P,50,,,,,,,,,,,,1,3,1,ANKOLA,1,,,0
856,7,N472,KODAGU INSTITUTE OF MEDICAL SCIENCES,1,P,50,,,,,,,,,,,,1,18,1,"18",1,,,0
857,7,N489,KOPPAL INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,20,1,"20",1,,,0
858,7,NF100,KOSHYS COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
859,7,N431,KRIPA INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
860,7,NF135,KRISHNA NURSING COLLEGE,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
861,7,N128,KRUPANIDHI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
862,7,N031,KTG COLLEGE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
863,7,NF144,KUMUDA INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,12,1,"12",1,,,0
864,7,N589,KUSHMA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,13,1,"13",1,,,0
865,7,N427,LAASYA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
866,7,NF294,LAKESIDE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
867,7,N610,LAKEVIEW COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,3,1,"3",1,,,0
868,7,N024,LAXMI MEMORIAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
869,7,N125,LEELA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,2,1,"13",1,,,0
870,7,N393,LIMA INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
871,7,N588,LINGANAGOUDA SHARANAGOUDA BAYYAPUR COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,23,1,,1,,,0
872,7,N004,LITTLE FLOWER COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
873,7,N280,M E S COLLEGE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
874,7,NF119,M R COLLEGE OF NURSING FOR WOMEN,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
875,7,N445,M S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
876,7,NF173,M V J COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,4,1,"4",1,,,0
877,7,N481,M. J. COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,,1,,,0
878,7,N052,MADHUGIRI SRI RAGHAVENDRA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,26,1,"26",1,,,0
879,7,N127,MAHAGANAPATI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,13,1,"13",1,,,0
880,7,N603,MAHARAJA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,21,1,"21",1,,,0
881,7,NF105,MAHATMA GANDHI PROFESSIONAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
882,7,N617,MAHIMA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,2,1,,1,,,0
883,7,N054,MALLIGE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
884,7,NF155,MANASA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,19,1,"19",1,,,0
885,7,N518,MANDYA INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,21,1,"21",1,,,0
886,7,NF004,MANGALA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
887,7,N305,MANGALORE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
888,7,N088,MANJUNATH COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
889,7,NF137,MANJUSHREE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
890,7,N360,MANONIDHI INSTITUTE OF NURSING,0,P,50,,,,,,,,,,,,1,7,1,"7",1,,,0
891,7,N539,MARGADARSHAN COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,1,1,"1",1,,,0
892,7,N532,MARUTHI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
893,7,NF161,MASOOD COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
894,7,N612,MATHRUSHREE INSTITUTE OF NURSING,0,P,50,,,,,,,,,,,,1,4,1,"4",1,,,0
895,7,N232,MATRU COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
896,7,N443,MEDI CARE INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
897,7,N551,METROUNITED NURSING COLLEGE,0,P,50,,,,,,,,,,,,1,25,1,"25",1,,,0
898,7,N075,MIRANDA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
899,7,N491,MOODLAKATTE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,27,1,"27",1,,,0
900,7,N531,MOTHER MARY COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,17,1,,1,,,0
901,7,NF170,MOTHER TERESA  COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,22,1,,1,,,0
902,7,N067,MOTHER THERESA COLLEGE OF  NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
903,7,N503,MOUNT CARMEL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
904,7,N204,MOUNT SHEPHERD COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
905,7,N513,MRN INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,1,1,"1",1,,,0
906,7,N452,MUDRA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,26,1,"26",1,,,0
907,7,N240,MVM INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
908,7,N355,MYSORE MEDICAL COLLEGE & RESEARCH INSTITUTE AND COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
909,7,NF142,MYTHRI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,25,1,"25",1,,,0
910,7,N552,N. R. COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,4,1,,1,,,0
911,7,N404,NAGESH COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
912,7,N396,NANDI INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,1,1,"1",1,,,0
913,7,N296,NANDINI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,23,1,"23",1,,,0
914,7,N252,NANJAPPA INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,25,1,"25",1,,,0
915,7,N089,NARAYANA HRUDAYALAYA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
916,7,N141,NATIONAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
917,7,N777,NAVAJEEVAN COLLEGE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,3,1,,1,,,0
918,7,N294,NAVANEETHAM COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
919,7,N019,NAVODAYA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,23,1,"23",1,,,0
920,7,N510,NEHA NURSING COLLEGE,0,P,50,,,,,,,,,,,,1,3,1,,1,,,0
921,7,N243,NETHAJI INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
922,7,N436,NEW ASHWINI INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,29,1,"29",1,,,0
923,7,NF293,NEW CITY COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,27,1,"27",1,,,0
924,7,N145,NEW MANGALA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,"11",1,,,0
925,7,N255,NEW MANGALORE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,19,1,"19",1,,,0
926,7,N118,NEW NAVODAYA INSTITUTE OF NURSING,0,P,50,,,,,,,,,,,,1,21,1,"21",1,,,0
927,7,N411,NEW PRAGATHI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
928,7,N417,NEW R K COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
929,7,N434,NEW ROOHI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,"6",1,,,0
930,7,N212,NEW ROYAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
931,7,N281,NEW SRI SHANTHINI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
932,7,N105,NEW ST. JOHN’S INSTITUTE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
933,7,N569,NHF COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,22,1,"22",1,,,0
934,7,N341,NIDA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,"6",1,,,0
935,7,N206,NIDHI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,9,1,"9",1,,,0
936,7,N107,NIGHTINGALE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
937,7,N479,NIMRA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,,1,,,0
938,7,N624,NIRA MAYA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,27,1,BANTAKAL,1,,,0
939,7,N147,NIRMALA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,25,1,"25",1,,,0
940,7,NF147,NISARGA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
941,7,N178,NOOR COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
942,7,N042,NOORIE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,19,1,"19",1,,,0
943,7,N244,NRR HOSPITAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
944,7,N357,O P JINDAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,2,1,"2",1,,,0
945,7,N271,OCEAN COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
946,7,N613,OM COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,16,1,,1,,,0
947,7,N073,ORIENTAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
948,7,N112,OXFORD COLLEGE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
949,7,N439,P M S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
950,7,N304,P R COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
951,7,N339,P V S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,10,1,"10",1,,,0
952,7,N293,PADMASHREE INSTITUTE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
953,7,N430,PARAMANANDA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
954,7,N120,PARSHWANATH DODDANNAVAR BHARATESH COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,3,1,"3",1,,,0
955,7,N263,PATEL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,24,1,"24",1,,,0
956,7,N230,PAVANA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
957,7,N346,PG COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
958,7,N619,PHOENIX INSTITUTE OF NURSING,0,P,50,,,,,,,,,,,,1,16,1,,1,,,0
959,7,N590,POORNAA PRAGNA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
960,7,N268,PRAGATHI INSTITUTE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
961,7,NF169,PRAJNA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
962,7,NF126,PRAJWAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
963,7,N233,PRASANNA COLLEGE OF  NURSING,0,P,50,,,,,,,,,,,,1,11,1,,1,,,0
964,7,N387,PRAYAVI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,6,1,,1,,,0
965,7,N277,PREMIER COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,8,1,"8",1,,,0
966,7,N247,PRESIDENCY COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
967,7,N388,PRESTIGE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
968,7,N223,PRINCE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,,1,,,0
969,7,N492,PRITHVI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,17,1,"17",1,,,0
970,7,N575,PRIYADARSHINI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
971,7,N559,PUJYA ANNAPURNA INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,3,1,ATHANI,1,,,0
972,7,NF103,QUALITY HEALTH CARE COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
973,7,NF003,R K COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,2,1,"2",1,,,0
974,7,N205,R L ABHISHEK RAO COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
975,7,N236,R R COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
976,7,NF118,R S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
977,7,N103,R V COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
978,7,N493,R.D. ASTER COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,13,1,"13",1,,,0
979,7,N338,RAGHAVENDRA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,12,1,"12",1,,,0
980,7,NF134,RAJARAJESHWARI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
981,7,N043,RAJEEV COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
982,7,N527,RAJESHWARI KARPURMATH MEMORIAL (RKM) COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,29,1,"29",1,,,0
983,7,N557,RAJESHWARI VISHWANATH KATTI INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,3,1,BELLAD-BAGEWADI,1,,,0
984,7,N064,RAJIV GANDHI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
986,7,N135,RANEBENNUR TALUK EDUCATION SOCIETY'S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
987,7,N113,RATHNA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,15,1,"15",1,,,0
988,7,NF163,REV. NOORUNNISSA COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,19,1,"19",1,,,0
989,7,N448,RIMS GOVERNMENT COLLEGE OF NURSING,0,G,50,,,,,,,,,,,,1,23,1,"23",1,,,0
990,7,N490,RMSS INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,14,1,"14",1,,,0
991,7,NF286,RNS NURSING COLLEGE,0,P,50,,,,,,,,,,,,1,28,1,"28",1,,,0
992,7,N096,ROOHI COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
993,7,NF120,ROYAL COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
994,7,N582,RVS COLLEGE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
995,7,N585,RVS INSTITUTE OF NURSING SCIENCES,0,P,50,,,,,,,,,,,,1,21,1,"21",1,,,0
996,7,N070,S B COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
997,7,N524,S B K COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,29,1,,1,,,0
998,7,NF283,S J E S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,5,1,"4",1,,,0
999,7,N499,S L T COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,30,1,GURUMATKAL,1,,,0
1000,7,N333,S M  G VISHNU COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,19,1,BANGARPET,1,,,0
1001,7,N213,S N S COLLEGE OF NURSING,0,P,50,,,,,,,,,,,,1,7,1,GUNDLUPET,1,,,0
